id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22777405,Great location near YVR airport one bedroom flat,95793957,Josh,,Marpole,49.20832,-123.12474,Private room,250,7,31,2019-03-04,2.31,1,157
22807387,Breathtaking Downtown Location & Private Bathroom,29172013,Darren,,West End,49.28784,-123.12682,Private room,116,2,27,2019-02-28,2.03,3,72
22813058,"Family vacation home
Licensed home",136821477,Changhuan,,Downtown Eastside,49.27714,-123.09287,Entire home/apt,175,2,55,2019-02-03,4.21,1,73
22817433,Ocean View  free parking Downtown YVR,168648735,Linda,,Downtown,49.27159,-123.12639,Entire home/apt,399,3,45,2018-12-11,3.36,3,0
22820538,VANCOUVER HOME - #3 New House - 12 & Commercial,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.25897,-123.07052,Private room,48,30,9,2018-12-27,0.72,7,279
22835390,Beautiful One Bedroom at Boutique building,9540309,Paulo,,Riley Park,49.24636,-123.09024,Entire home/apt,90,4,3,2019-01-02,0.27,1,0
22844438,"Heart Vancouver Downtown,Entire Unit, ExcellenceAA",168917455,John,,Downtown,49.28211,-123.12313,Entire home/apt,129,5,37,2019-03-01,3.12,1,26
22848678,Private 1Br Suite - Steps from it all,1481478,Owen,,Riley Park,49.24548,-123.09931,Entire home/apt,75,2,57,2019-02-25,4.25,1,19
22850980,Private studio in the Heart of Vancouver,3423113,Jade,,Kensington-Cedar Cottage,49.24683,-123.08194,Entire home/apt,60,3,37,2019-01-01,2.81,2,38
22851165,Hasting Sunrise Healthy Laneway House (1 BED+),168998395,Max,,Hastings-Sunrise,49.27873,-123.05197,Entire home/apt,75,30,0,,,1,279
22851367,Peaceful Chinatown Condo,18695187,Amanda,,Downtown Eastside,49.27926,-123.09925,Entire home/apt,151,2,6,2018-10-01,0.51,1,0
22862714,"Central, modern condo, new building, parking spot",127086064,Hayden,,Mount Pleasant,49.2674,-123.09833,Entire home/apt,125,30,45,2018-08-19,3.87,1,21
22869370,Visit Main Street Restaurants from a Private Garden Suite,1636300,Martin,,Riley Park,49.25594,-123.09402,Entire home/apt,99,2,63,2019-03-07,5.64,1,35
22887044,Centrally Located Heritage House,2455412,James,,Hastings-Sunrise,49.2861,-123.04856,Entire home/apt,390,5,1,2018-08-13,0.14,2,0
22888376,The Cozy Garden Suite,27506132,Desiree,,Hastings-Sunrise,49.2631,-123.0487,Entire home/apt,95,1,101,2019-02-23,8.51,1,47
22903375,Spacious & Comfortable 2 Bedroom Near VGH,139891966,Ishtar,,Fairview,49.2603,-123.1281,Entire home/apt,110,30,5,2018-11-12,0.48,27,2
22904253,Maple: Quiet Coastal Retreat,15869966,Finn&Rae,,Kitsilano,49.2708,-123.14667,Private room,40,30,5,2018-09-17,0.45,2,106
22904512,Clean Modern Suite,143411524,Jenn,,Victoria-Fraserview,49.22274,-123.06127,Entire home/apt,77,2,48,2019-03-06,3.68,1,155
22905570,Classic & Quiet 1 Bedroom 1 Bath Across VGH,139891966,Ishtar,,Fairview,49.25987,-123.12769,Entire home/apt,99,30,1,2018-02-25,0.08,27,210
22919747,"Big, bright, funky top floor Kits unit: Sleeps 6",49136202,Kyle,,Kitsilano,49.26787,-123.16597,Entire home/apt,173,2,39,2019-02-26,2.95,1,7
22922622,Vancouver Large Private Suite,169719137,Farrah,,Hastings-Sunrise,49.27567,-123.03121,Entire home/apt,79,7,13,2019-03-07,1.04,1,343
22925127,"Quiet, relaxing space in Kits Point",156345633,Jane,,Kitsilano,49.2741,-123.14807,Entire home/apt,151,2,63,2019-03-07,5.09,1,98
22929223,"Modern, new suite in Main Street/Mt. Pleasant Area",2671671,Michelle,,Riley Park,49.24583,-123.0953,Entire home/apt,77,2,27,2019-02-20,2.62,1,32
22931554,温哥华西7日度假屋,166876337,Mini,,Oakridge,49.23033,-123.13901,Private room,60,30,52,2018-08-31,4.02,1,0
22938035,3 bed Subpenthouse Ocean&Mountain View- Downtown,167158373,Stacia,,Downtown,49.27942,-123.10845,Entire home/apt,899,2,42,2019-03-03,3.31,1,151
22938316,"Downtown Core City Views - sleeps 5, w/ parking!!",100803661,Chance,,Downtown,49.28027,-123.12312,Entire home/apt,129,1,109,2019-03-05,8.20,1,22
22943194,Heart of Downtown Cozy Modern Condo - W/ PARKING!!,7737189,Beth,,Downtown,49.27861,-123.12305,Entire home/apt,129,1,94,2019-03-07,7.66,1,46
22944704,GASTOWN TWO BEDROOM APARTMENT W/ VIEW,1340389,Susan,,Downtown Eastside,49.28002,-123.10573,Entire home/apt,300,2,20,2019-02-20,1.83,4,42
22956917,"Bright, cozy bedroom w/ private bath in DT condo",724919,Jones,,Downtown,49.27865,-123.10797,Private room,44,7,12,2018-12-08,0.94,2,54
22969850,Fantasic rooms near the ocean,169935531,David,,West Point Grey,49.2648,-123.19342,Entire home/apt,228,2,21,2018-08-26,2.06,1,158
22972904,Top Floor W/ Netflix ❤️ 3 Minutes From Skytrain,25918753,Colin,,Renfrew-Collingwood,49.25863,-123.04369,Private room,38,1,32,2019-03-02,2.49,19,249
22973593,East Van Character home with heart,26872236,Stephanie,,Hastings-Sunrise,49.27699,-123.04758,Entire home/apt,151,7,2,2018-08-26,0.26,1,0
22983096,HIDDEN GEM just 16 minutes from Downtown,169398964,Emmanuel,,Sunset,49.23057,-123.10265,Entire home/apt,81,2,67,2019-02-24,5.33,1,174
22983449,Modern Vancouver,26962792,Charnelle,,Riley Park,49.24774,-123.09789,Entire home/apt,200,4,3,2018-10-02,0.26,1,8
22987441,"Cozy, comfy Dbl Bed in Chill Mt. Pleasant Abode",123952677,Matt,,Mount Pleasant,49.25751,-123.08415,Private room,40,4,15,2019-02-13,1.55,1,297
23002913,Home away from home.,170626910,Robert,,Marpole,49.20861,-123.11888,Entire home/apt,198,2,35,2019-01-06,3.29,2,59
23056643,Near skytrain station and beautiful park.,171137039,Van,,Renfrew-Collingwood,49.25194,-123.05272,Private room,30,3,19,2018-10-01,1.48,2,0
23061193,Small private room downtown vancouver,168234687,Bob,,West End,49.27932,-123.13382,Private room,67,30,0,,,4,125
23062160,Beautiful Home In Vancouver,89155127,Alfonso,,Arbutus Ridge,49.2428,-123.15319,Entire home/apt,450,3,4,2018-08-08,0.50,1,0
23064387,NEW! Designer Penthouse Fashionable in Mt Pleasant,4292086,Anne,,Mount Pleasant,49.26103,-123.09678,Entire home/apt,250,30,10,2018-10-22,1.15,12,355
23075761,"Queen bed,20 Mints to DT,get special offer contact",89946089,Amal,,Renfrew-Collingwood,49.23495,-123.02484,Private room,30,31,57,2018-11-17,4.37,2,257
23078420,A Basement room : Near skytrain station.,171137039,Van,,Renfrew-Collingwood,49.25088,-123.05225,Private room,24,3,9,2018-10-25,0.69,2,0
23087948,Private room in hip east side,65669411,Ali,,Mount Pleasant,49.26231,-123.09369,Private room,60,1,16,2018-10-04,1.23,2,39
23111130,Downtown Yaletown Chic home near Everything!!!,156505092,Jessie,,Downtown,49.28097,-123.12326,Entire home/apt,219,2,47,2019-02-26,3.60,1,220
23120781,Comfy place in the heart of Kitsilano- room 2,21063906,Niloofar,,Kitsilano,49.26631,-123.16851,Private room,81,1,36,2019-02-01,2.79,2,85
23121835,Special! Entire Lge Lux 2Br+Patio Nr DT豪宅近市中心独立大2房,150034915,Gan,,Shaughnessy,49.24657,-123.13628,Entire home/apt,198,1,1,2018-08-08,0.14,3,230
23125839,Beautiful light townhouse in spectacular Kitsilano,158784480,Hilary,,Kitsilano,49.26787,-123.18164,Entire home/apt,465,6,1,2018-07-14,0.13,1,0
23125977,STUNNING 1 BD w FREE Parking in HEART of the city.,9908218,Diana,,Downtown,49.2803,-123.12476,Entire home/apt,261,2,27,2018-10-21,2.81,1,58
23126012,"4 Bedrooms House, Close to Downtown Vancouver",171177180,Sunny,,Victoria-Fraserview,49.23138,-123.06376,Entire home/apt,160,2,39,2019-03-03,3.76,1,163
23127641,New Centrally Located Condominium in Secure Building,60005882,Sandy,,Downtown,49.27738,-123.1281,Entire home/apt,169,1,82,2019-02-21,8.12,3,170
23128235,Gastown Industrial Loft,137726838,Danielle,,Downtown Eastside,49.28263,-123.10287,Entire home/apt,99,1,36,2019-03-05,2.76,2,50
23144970,Nelson House-Room 2,10047608,Liduo,,West End,49.28651,-123.13242,Private room,98,2,36,2019-02-10,2.98,7,63
23149936,"Modern Home, Private Room (#1)/Ensuite,15min to DT",34142007,Brendan,,Riley Park,49.24787,-123.09746,Private room,75,3,37,2019-03-04,3.00,4,180
23166496,Private room in a shared Character apartment,34549274,Kiyoshi,,Downtown,49.27781,-123.12492,Private room,140,3,21,2018-11-15,2.04,2,325
23172118,Warm & Cozy 1 Bedroom + Flex Across VGH,139891966,Ishtar,,Fairview,49.25997,-123.1262,Entire home/apt,99,30,4,2018-11-01,0.32,27,238
23172836,Stylish Waterfront Loft in Gastown/Railtown,5722785,Jared,,Strathcona,49.28524,-123.0979,Entire home/apt,151,2,81,2019-03-01,6.57,1,6
23173938,"Modern Home, Private Room (#2) in Heart of City!",34142007,Brendan,,Riley Park,49.24661,-123.09807,Private room,65,3,28,2019-02-01,2.30,4,135
23174230,"Modern Home, Private Room (#3) in Heart of City!",34142007,Brendan,,Riley Park,49.24634,-123.09665,Private room,60,3,5,2019-03-03,0.41,4,175
23191883,Kits Bachelor in Prime Location - with shared bath,15392723,Jeanie,,Kitsilano,49.26607,-123.15844,Entire home/apt,99,30,0,,,1,0
23204711,Modern New House In Central Vancouver,70430063,John,,Riley Park,49.24688,-123.09503,Entire home/apt,500,2,6,2018-12-29,0.78,1,17
23205966,Brand New Stylish and  Modern Apartment,2502595,LEVEL Furnished Living,,Downtown,49.27488,-123.12551,Entire home/apt,200,31,1,2019-02-10,1,19,333
23208859,large one bedroom 87 steps to Kits Beach,31685027,Claude,,Kitsilano,49.27172,-123.15952,Entire home/apt,86,30,0,,,13,189
23218832,"Cozy suite, private entrance+living room+bed room",172702853,Winnie,,Marpole,49.21001,-123.12618,Private room,44,1,72,2019-02-26,5.71,1,16
23231348,Sunset beach retreat,128542902,Emma,,West End,49.28123,-123.13838,Entire home/apt,83,2,10,2019-02-18,1.14,1,5
23237255,Special! Lux Rm w/bth Elite Area Nr DT特价!豪区自带卫浴美套房,129656102,Dena,,Shaughnessy,49.24733,-123.13657,Private room,85,1,12,2019-01-02,1.19,3,165
23238995,Private well appointed room,58345953,Ben,,Riley Park,49.23392,-123.09868,Private room,73,1,60,2019-02-19,4.79,1,117
23240399,Spacious Mountain View near Downtown Vancouver,172954591,Margaret,,Hastings-Sunrise,49.28429,-123.02894,Entire home/apt,116,2,31,2019-03-03,2.42,1,119
23241231,"BEAUTIFUL, MODERN Newly Renoed -heart of Downtown!",171149303,Blakey,,West End,49.28541,-123.12668,Entire home/apt,290,30,33,2019-01-28,2.76,2,0
23247463,A comfy place in the heart of Kitsilano-room 3,21063906,Niloofar,,Kitsilano,49.26513,-123.16998,Private room,55,1,28,2019-02-16,2.50,2,84
23251979,Mount Pleasant Home- Rest Well and Adventure!,5265632,Kyla,,Riley Park,49.25484,-123.10327,Entire home/apt,99,2,7,2018-08-26,0.60,2,12
23255199,Downtown Townhouse w Rooftop Patio.,158823097,Andy,,Downtown,49.27793,-123.11088,Entire home/apt,132,2,18,2019-02-17,1.51,4,82
23257689,"Modern, Airy & Bright Flat in Chinatown",95202326,Laura,,Downtown Eastside,49.27786,-123.10015,Entire home/apt,110,3,69,2019-03-03,5.51,1,35
23274503,"Luxury 2 beds 2 baths+office Yaletown, Vancouver",46030026,Ken,,Downtown,49.27708,-123.12129,Entire home/apt,219,30,5,2019-02-04,0.46,1,250
23279109,Beautiful Modern Home in Heart of City! 15min 2 DT,34142007,Brendan,,Riley Park,49.24638,-123.0974,Entire home/apt,75,3,0,,,4,123
23293039,Luxury stay in Vancouver hottest location!,27791355,Music Industry Co.,,Mount Pleasant,49.26844,-123.11,Entire home/apt,208,2,28,2019-02-22,2.57,2,85
23294459,Kits - 1 bedroom - Fab location!!!,91324660,Angela,,Kitsilano,49.26226,-123.17967,Private room,81,1,8,2019-02-19,5.85,2,65
23294537,"Private room + bathroom, own entry in new house",156837201,Alex,,Sunset,49.21554,-123.0957,Private room,50,1,42,2019-01-10,3.61,1,120
23294686,Beautiful View + Close to Transit + FREE Parking,173436008,Daniel,,Downtown,49.27865,-123.10825,Entire home/apt,109,2,64,2019-02-23,5.00,1,42
23305133,"Beautiful, 2 bedroom in Historic Strathcona",484087,Meriah + Josh,,Downtown Eastside,49.28021,-123.08649,Entire home/apt,75,3,48,2019-02-23,3.83,1,33
23305871,Private Vacation Suite - Prime Location,63276804,Caroline,,Riley Park,49.2447,-123.10419,Entire home/apt,90,30,1,2018-06-22,0.12,1,181
23307536,Beautiful Well Appointed Home -Desirable Vancouver,1557903,Heather,,Kerrisdale,49.22286,-123.15074,Entire home/apt,300,7,0,,,3,87
23310375,Lovely suite in Commecial Drive neighbourhood,62202823,Jenny,,Grandview-Woodland,49.26461,-123.06417,Entire home/apt,99,5,18,2018-10-24,1.40,1,2
23323410,30 days min / 2BR Townhouse in Olympic Village,29711345,Bruce,,Mount Pleasant,49.27072,-123.1036,Entire home/apt,120,30,65,2019-02-18,5.13,4,193
23340054,Sit by the Fireplace of this Modern Studio,24203518,Eleanor,,Downtown,49.27745,-123.12518,Entire home/apt,75,30,3,2018-12-09,0.37,2,205
23340486,"Luxurious Private Room, near Queen Elizabeth Park",173861978,Amar,,Kensington-Cedar Cottage,49.23773,-123.08329,Private room,70,2,49,2019-02-28,3.93,4,166
23353187,"Luxury 2 Bd,2bath Downtown w/Street Level Entrance",75002197,Tara,,Downtown,49.27926,-123.1218,Entire home/apt,200,3,17,2019-02-10,1.41,1,62
23373125,Excellent location!,17017071,Jessica,,Grandview-Woodland,49.27113,-123.0646,Entire home/apt,199,30,1,2018-09-29,0.19,1,38
23373637,"Very clean, spacious suite in eclectic Main St.!",174216797,Diana,,Riley Park,49.23408,-123.10031,Entire home/apt,199,2,16,2018-09-02,1.57,1,24
23378655,Private room in hip Main Street area,65669411,Ali,,Mount Pleasant,49.26115,-123.09421,Private room,50,1,31,2019-02-25,2.53,2,75
23381923,Luxurious Yaletown 2 bed with gorgeous water views,15546774,Ali,,Downtown,49.2744,-123.11631,Entire home/apt,175,30,22,2019-02-03,1.86,3,54
23382974,Sacred Space Heritage Loft in Gastown Downtown,90882775,Daisy,,Downtown Eastside,49.28154,-123.10398,Entire home/apt,160,3,27,2019-01-01,2.58,1,7
23393580,Fresh Loft with Private Steam Room -Mount Pleasant,988874,Andrew,,Mount Pleasant,49.26711,-123.10047,Entire home/apt,180,2,28,2019-02-09,2.28,1,85
23394474,Spacious Room in Heritage Home,78650631,Toni,,Mount Pleasant,49.26291,-123.08749,Private room,99,2,16,2018-09-28,1.38,2,128
23397453,COZY PRIVATE ROOM LOCATED IN HEART OF DOWNTOWN,172455200,Eun,,Downtown,49.28026,-123.1171,Private room,120,31,3,2018-08-27,0.24,2,365
23400882,全新舒适的花園景观房,96465703,Ching Fang,,Marpole,49.21613,-123.14738,Private room,90,1,12,2019-02-21,1.17,6,362
23413748,Private room in brand-new East Van condo,7084377,Bijan,,Grandview-Woodland,49.28089,-123.06662,Private room,44,30,0,,,1,0
23414042,Beautifully Renovated House on the Drive,21514857,Kevin,,Grandview-Woodland,49.26721,-123.07284,Entire home/apt,199,2,50,2019-02-11,4.14,1,251
23419304,"Renovated Downtown Core, Sleeps 4, With Parking !!",72776990,Vicki,,Downtown,49.27864,-123.12363,Entire home/apt,129,1,94,2019-03-03,7.62,1,36
23430949,Heart of downtown New Modern APT + Free parking!,174761436,Jonathan,,Downtown,49.27571,-123.11217,Entire home/apt,151,1,62,2019-03-07,5.45,1,227
23432805,OV - Private bed+bath in Shared New Sub Penthouse,20178457,Pantha,,Mount Pleasant,49.26923,-123.10844,Private room,99,2,3,2019-02-23,1.30,1,58
23435630,NEW! 1BR in OLYMPIC VILLAGE steps to SCIENCE WORLD,29711345,Bruce,,Mount Pleasant,49.27009,-123.10257,Entire home/apt,89,1,77,2019-02-25,6.23,4,184
23435738,Full Private Modern Suite - Centrally Located,123286748,Eric,,Hastings-Sunrise,49.28357,-123.02483,Entire home/apt,85,2,22,2018-12-09,2.12,1,89
23436663,The Oasis,174816465,"Vesta, Warren And Iain",,Dunbar Southlands,49.24096,-123.17808,Entire home/apt,175,1,51,2018-09-26,4.18,1,0
23438140,SouthView,64693355,Armin,,Downtown,49.28039,-123.12563,Entire home/apt,189,30,6,2018-08-31,0.69,1,89
23443650,Downtown Vancouver Penthouse Private Room 3004,74865763,Breanne,,Downtown,49.28776,-123.12451,Private room,151,1,59,2019-02-28,4.88,7,307
23454388,Cosy Zen Nook near PNE Playland,23229878,Sita,,Hastings-Sunrise,49.27689,-123.03677,Private room,40,2,9,2018-08-20,0.73,2,246
23457632,Brand New house 1-2 Bedrooms  with Steam Sauna 620,96465703,Ching Fang,,Marpole,49.21521,-123.14584,Entire home/apt,180,1,40,2019-02-17,3.31,6,352
23457767,Great Condo In Prime Location With Amenities!,174964667,Linda,,Downtown,49.27831,-123.11832,Entire home/apt,199,30,36,2019-01-13,2.98,1,212
23480707,Lux Oasis in the City 2 decks Stunning Views,23633177,Tammy Leigh,,Fairview,49.26452,-123.12645,Entire home/apt,282,3,0,,,2,23
23481782,"Private Room, Safe, Quiet Home, near Bus Routes",126456251,Terri,,Riley Park,49.23875,-123.10009,Private room,38,30,8,2018-12-14,0.78,4,162
23482505,Warm & Stylish 1 Bedroom In Vancouver,139891966,Ishtar,,Fairview,49.25976,-123.12787,Entire home/apt,99,30,6,2019-01-08,0.64,27,186
23482800,Modern Family Friendly 2 Bedroom Across VGH,139891966,Ishtar,,Fairview,49.26045,-123.12747,Entire home/apt,134,30,2,2018-08-07,0.21,27,226
23485127,Private 2 BR garden suite in character home,121580936,Sarah,,Kitsilano,49.26541,-123.18468,Entire home/apt,191,3,19,2019-02-11,2.73,1,87
23487490,2 bedrooms private guest suite at Mount Pleasant,144860062,Pei,,Mount Pleasant,49.26142,-123.08956,Entire home/apt,86,1,52,2019-02-20,4.38,2,19
23487994,Suite Boutique Privée . Central Vancouver,61804583,Keith,,Shaughnessy,49.23906,-123.14803,Entire home/apt,149,1,50,2019-03-06,4.76,1,53
23502564,"New, Minimal & Bright Townhome in a Quiet Neighbourhood",1275057,Taryn,,Downtown Eastside,49.2807,-123.0793,Entire home/apt,125,2,51,2019-03-01,4.14,1,221
23503959,One of a kind Modern 1BR Central Downtown!★★★★★,38459934,Alejandro,,Downtown,49.27943,-123.11858,Entire home/apt,85,31,1,2018-09-08,0.16,27,0
23504130,2 Bedroom Garden Guest Suite on the Drive,32310654,Mariana,,Grandview-Woodland,49.26914,-123.07189,Entire home/apt,149,2,52,2019-02-21,4.27,1,299
23505094,Beautiful two bedroom home in Central Vancouver,4390865,Kerry,,Riley Park,49.2542,-123.09696,Entire home/apt,120,2,2,2018-07-24,0.23,1,0
23507938,Bright cozy house in Main St area. No stairs,12305815,Avi,,Riley Park,49.24975,-123.10645,Entire home/apt,134,5,10,2019-01-11,1.16,1,126
23509380,Modern apartment downtown with FREE parking,99302251,Yao,,Downtown,49.27843,-123.11485,Entire home/apt,118,1,43,2019-02-23,4.03,1,25
23519364,Hip Condo • CENTRAL LOCATION • Ideal for Foodies,6705291,Tuba,,Downtown,49.27924,-123.10975,Entire home/apt,250,2,20,2018-12-26,2.21,1,12
23527106,"Great apartment, superb location",6005855,Peter,,Downtown,49.27392,-123.1,Entire home/apt,151,3,14,2018-10-23,1.26,2,0
23528634,Nelson House-Room 5,10047608,Liduo,,West End,49.28738,-123.13332,Private room,98,2,32,2019-02-18,2.70,7,38
23538635,cozy 2 bed home,175087226,Nana,,Downtown,49.27977,-123.121,Entire home/apt,146,30,53,2019-02-12,4.34,1,201
23546333,Cozy and Comfy 1-Bedroom Near Gastown,2599470,Bryan,,Downtown Eastside,49.28013,-123.10045,Entire home/apt,70,30,3,2018-08-20,0.24,1,0
23546911,Downtown 2 Story Home Spacious + Perfect Location!,19059944,Kieran,,West End,49.2841,-123.13076,Entire home/apt,375,3,49,2019-02-24,5.16,2,250
23547808,Modern design home steps from Commercial Drive,2344259,Alicia,,Grandview-Woodland,49.27023,-123.06587,Entire home/apt,250,5,2,2018-07-20,0.25,1,126
23559355,"LUXURIOUS, Ceiling-floor window, Perfect Location",2502595,LEVEL Furnished Living,,Downtown,49.27285,-123.12627,Entire home/apt,250,31,0,,,19,330
23563575,Nelson House-Room 0,10047608,Liduo,,West End,49.28679,-123.13319,Private room,87,2,30,2019-01-19,3.03,7,53
23576992,Vancouver Comfort,13144850,Christina,,Dunbar Southlands,49.23515,-123.18483,Entire home/apt,680,2,8,2019-01-06,0.87,2,145
23578800,Million Dollar Apartment with Unbeatable Amenities,2502595,LEVEL Furnished Living,,Downtown,49.27481,-123.12723,Entire home/apt,160,31,1,2018-08-07,0.14,19,333
23578813,Private sanctuary near seawalls Vancouver,173235782,Bryna,,West Point Grey,49.26689,-123.21177,Entire home/apt,499,30,32,2018-12-17,2.64,2,66
23579406,Spacious Coal Harbour Condo,101423730,Taren,,Downtown,49.28923,-123.12765,Entire home/apt,300,90,0,,,3,264
23583379,Brand New 1 BR on Main St with Balcony and Parking,171096108,Olga,,Downtown Eastside,49.27776,-123.09936,Entire home/apt,99,1,71,2019-02-18,5.80,1,202
23583730,private room close to downtown,103324604,Angela,,Oakridge,49.23256,-123.1102,Private room,38,2,8,2019-02-04,0.79,1,0
23595946,Stunning Mountain Views from the Top Floor,8806211,Megan,,Mount Pleasant,49.26158,-123.08273,Entire home/apt,70,60,1,2018-05-02,0.10,1,0
23611783,Spacious 2-bedroom apartment with mountain views,4185719,Flo,,Downtown,49.27829,-123.10819,Entire home/apt,151,14,3,2018-10-13,0.39,2,0
23613763,*Penthouse + Pool+GYM+Jacuzzy+ Prkng,176650735,Isabela,,Downtown,49.27937,-123.10783,Entire home/apt,126,30,10,2018-08-17,0.84,1,63
23614608,*4 Beds+2Bath+Prkng+Pool+Gym+Sauna+Jacuzzi +View!,176664271,Sophie,,Downtown,49.27916,-123.10828,Entire home/apt,151,30,0,,,1,310
23615592,Luxurious Apartment with Rooftop Pool and Hot Tub,2502595,LEVEL Furnished Living,,Downtown,49.27295,-123.12582,Entire home/apt,200,31,1,2018-07-14,0.13,19,334
23615744,"Luxury 1 Bedroom, 1 Bath, with Top Level Amenities",2502595,LEVEL Furnished Living,,Downtown,49.2747,-123.12747,Entire home/apt,250,31,0,,,19,334
23615892,Brand New Contemporary 1 Bedroom Condo in Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27484,-123.12657,Entire home/apt,220,31,0,,,19,334
23616072,Spacious 2 bedroom High End Condo in Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.2727,-123.12598,Entire home/apt,349,31,0,,,19,297
23616175,Modern Luxury Living 2bedroom 2bath in Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27272,-123.1258,Entire home/apt,349,31,0,,,19,334
23616622,LUXURY HERITAGE HOUSE! Walk to Beach & Downtown,103792072,Anita,,Kitsilano,49.27007,-123.16843,Entire home/apt,626,4,1,2018-12-12,0.34,1,321
23631177,Gorgeous Yaletown boutique suite.,95217850,Mauricio,,Downtown,49.27438,-123.13359,Entire home/apt,160,3,27,2019-02-06,2.53,12,188
23633361,Modern 2 Bedroom in Popular Tourist Area,86367717,Sandra,,Fairview,49.27057,-123.1407,Entire home/apt,120,30,1,2018-06-27,0.12,1,64
23643968,Beautiful Condo Downtown Vancouver Canada 1000 sf,176965989,Mariana,,Downtown,49.28751,-123.11998,Entire home/apt,249,5,20,2018-09-24,1.95,1,149
23644290,BEACH (5min) / House / 2br Top Floor / Kitsilano,156844155,Betty,,Kitsilano,49.27013,-123.17876,Entire home/apt,99,1,44,2019-01-20,3.73,6,202
23648497,Beautiful Downtown Condo with Underground Parking,177020839,Nicholas,,Downtown,49.27778,-123.13068,Entire home/apt,175,2,10,2018-09-03,0.88,1,30
23648918,Downtown Condo 2 bedrm 2 bathrm w/View  & Parking,108774971,Susan,,West End,49.28709,-123.12528,Entire home/apt,241,2,39,2019-03-01,3.77,1,17
23649937,Shared Home away from Home. Sleeps 2-3. Prvt roof!,50327421,Mark,,Kitsilano,49.26833,-123.14772,Shared room,99,3,17,2018-10-01,1.47,1,129
23653094,THE CLOSEST PLACE TO ROGERS ARENA AND BC PLACE,175153579,Kendall,,Downtown,49.27805,-123.10857,Entire home/apt,500,3,52,2019-03-03,4.38,1,121
23653454,1 Bedroom private guest suite at Mount Pleasant,144860062,Pei,,Mount Pleasant,49.26242,-123.08941,Entire home/apt,60,1,37,2019-01-30,3.06,2,19
23653839,Garden Room,8962386,Lindze,,Riley Park,49.24994,-123.10954,Private room,44,7,14,2019-02-24,1.25,2,16
23667593,****Happy New Years Special**** entire home,3494649,Kendra & Trevor,,Hastings-Sunrise,49.27437,-123.03609,Entire home/apt,329,2,13,2018-12-30,1.15,2,160
23669358,Modern Spacious 1 Bedroom Apartment Near VGH,177231927,Tiffany,,Fairview,49.25822,-123.12855,Entire home/apt,125,2,61,2019-02-20,5.15,1,116
23672204,Comfortable 2 Bedroom Private Suite Near Metrotown,52836108,Jk,,Killarney,49.22597,-123.03439,Entire home/apt,99,1,85,2019-02-13,7.02,1,38
23674007,Central Downtown 1 BR APT+Office+FREE PARKING!,167647085,Simon,,West End,49.28565,-123.12516,Entire home/apt,168,1,38,2019-03-05,3.29,1,56
23682292,State of the Art 1BR Relocation/Business ♡ Dwtwn!,38459934,Alejandro,,Downtown,49.28148,-123.11802,Entire home/apt,125,31,1,2018-08-12,0.14,27,89
23687622,Rare & Exquisite Artist Penthouse Loft,56220764,Selena,,Mount Pleasant,49.26646,-123.09806,Entire home/apt,120,30,0,,,1,177
23692000,Forest Room,8962386,Lindze,,Riley Park,49.24844,-123.11057,Private room,65,2,6,2019-02-25,0.57,2,11
23697880,Stunning Suite with Partial Ocean View,8368718,Yvonne,,Downtown,49.27887,-123.12607,Entire home/apt,90,31,10,2018-09-03,0.85,2,0
23710935,"Quiet Cozy Kits Suite, 5min to Beach/Transit/Park",4429075,Jacques,,Kitsilano,49.26906,-123.17985,Private room,81,2,36,2019-02-09,3.17,3,99
23711804,Stadium Sunrise,20986776,Victoria,,Downtown Eastside,49.28097,-123.10879,Entire home/apt,500,6,16,2019-02-11,1.56,1,149
23747406,Live and Love Vancouver ... Entire Heritage Home,171146498,Jasmine,,Dunbar Southlands,49.24763,-123.19411,Entire home/apt,238,1,8,2018-09-03,0.82,2,163
23747780,Top Class 1BR Perfect for Corporate/Relocation ✫,38459934,Alejandro,,Downtown,49.27996,-123.11715,Entire home/apt,116,31,0,,,27,0
23750023,Great masteroom with your own washroom in downtown,35571562,Abbi,,Downtown,49.28367,-123.11961,Private room,60,31,45,2019-02-12,3.98,1,6
23767009,RELAXING 3 BED UPPER SUITE; EZ TRANSIT FOOD COFFEE,178275267,Barney And Jess,,Kensington-Cedar Cottage,49.24571,-123.06209,Entire home/apt,300,2,41,2019-02-17,3.89,1,98
23769826,Amazing 1BR Apartment in the Olympic Village,167708643,Allison,,Mount Pleasant,49.27059,-123.10164,Entire home/apt,129,30,38,2018-09-24,3.20,1,176
23771188,ULTIMATE LOCATION IN THE HEART OF DOWNTOWN,31304279,Monica,,Downtown,49.28298,-123.11705,Entire home/apt,250,30,0,,,1,281
23773053,Brilliant corner loft in Gastown!,178348855,Paul,,Downtown Eastside,49.28188,-123.10485,Entire home/apt,108,30,20,2018-12-31,1.72,1,30
